forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2023-12-13,DAX,1 day,-3.2243982643290345,-0.6257972749062177,0.06554181092137554,0.7744589471742509,2.9813401983153955
2023-12-13,DAX,2 day,-3.6107664724590722,-0.7162752090352834,0.13531798139879775,0.9842321767907408,3.524865965891286
2023-12-13,DAX,5 day,-4.71897344075732,-0.8586200703191824,0.2173294254806225,1.2876664394719906,4.653924624962001
2023-12-13,DAX,6 day,-5.397713535354791,-0.866135017374527,0.36134535704985044,1.5864557263989916,5.444203643368668
2023-12-13,DAX,7 day,-5.635820698057788,-0.8886687117737562,0.4351022567397036,1.6815899513929564,5.922000447996826
2023-12-13,energy,36 hour,51.23837413543217,60.96822277592161,66.00729399027759,69.60956399197065,75.95323977155685
2023-12-13,energy,40 hour,50.44738524268075,58.56066217549697,63.17013849899378,67.05419752863415,73.62385419962472
2023-12-13,energy,44 hour,48.210444637272175,54.87777150402566,58.90161142693577,62.43441286199616,69.03560362734537
2023-12-13,energy,60 hour,43.091519873827224,51.93440355501185,56.25574299517329,59.387679912901675,64.6498136435046
2023-12-13,energy,64 hour,42.09222473107581,49.66911795458722,53.6871875038895,56.98743844956519,62.64162182157246
2023-12-13,energy,68 hour,39.954584125667246,46.5334772831159,49.70326043183149,52.87045378292718,58.54965374929311
2023-12-13,infections,0 week,NA,NA,NA,NA,NA
2023-12-13,infections,1 week,NA,NA,NA,NA,NA
2023-12-13,infections,2 week,NA,NA,NA,NA,NA
2023-12-13,infections,3 week,NA,NA,NA,NA,NA
2023-12-13,infections,4 week,NA,NA,NA,NA,NA
