forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2024-01-10,DAX,1 day,-1.5276744462735956,-0.3978973272830242,0.029413422736901396,0.48694546779622794,1.4947522230815218
2024-01-10,DAX,2 day,-2.0757431797024704,-0.6289134463417976,0.019463094133032044,0.6960269676953765,2.145042247311409
2024-01-10,DAX,5 day,-2.612931734536285,-0.7621158937732966,0.08655123834735434,0.9077670288302089,2.546677711848494
2024-01-10,DAX,6 day,-2.9620045604937193,-0.8730825676457912,0.1304880351111315,1.067679556974346,3.007064410683552
2024-01-10,DAX,7 day,-3.1520043313929866,-0.8766851319363739,0.12218603730014266,1.20980510757225,3.1703638630164015
2024-01-10,energy,36 hour,53.551634853857344,60.14654821922473,63.802703343205096,66.23009267376753,71.23792628191453
2024-01-10,energy,40 hour,51.16041363394055,57.03666161147957,60.38565246529525,62.93737129196367,67.96857320007844
2024-01-10,energy,44 hour,48.24869850497343,53.417340270272604,56.26679318556612,58.73394395127188,63.82478728026189
2024-01-10,energy,60 hour,45.40673348738413,51.994302331277595,55.17045947461402,57.390019480295976,61.99631205943957
2024-01-10,energy,64 hour,43.7841500534036,49.6530535094687,52.522046382640454,54.86593588442839,59.49559676353974
2024-01-10,energy,68 hour,41.594325724145214,46.75562296797046,49.12507790262005,51.38439934344533,56.07370164343192
2024-01-10,infections,0 week,NA,NA,NA,NA,NA
2024-01-10,infections,1 week,NA,NA,NA,NA,NA
2024-01-10,infections,2 week,NA,NA,NA,NA,NA
2024-01-10,infections,3 week,NA,NA,NA,NA,NA
2024-01-10,infections,4 week,NA,NA,NA,NA,NA
