forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2024-02-07,DAX,1 day,-1.4710750182421064,-0.43182905402388205,0.01594881587312358,0.4866807649007137,1.4507875744336018
2024-02-07,DAX,2 day,-1.8052239468566929,-0.5621501339421334,0.020279979456757264,0.6095791840693199,1.8461455865768124
2024-02-07,DAX,5 day,-2.524377491812941,-0.7760792922032502,0.03758202850105974,0.874236127336092,2.480208143354414
2024-02-07,DAX,6 day,-2.949666477237164,-0.9175843370583423,0.057054878461778216,1.0473156632773788,2.9797063773637182
2024-02-07,DAX,7 day,-3.046415616998469,-0.9117904209990835,0.06583202925121157,1.1159234383440337,3.0586553047474117
2024-02-07,energy,36 hour,57.65447389911731,64.08144425389072,67.54008196252514,69.97333386417742,74.60769456032112
2024-02-07,energy,40 hour,55.17016543628409,60.87445253662011,64.03399595787353,66.60179596662594,71.26072309017083
2024-02-07,energy,44 hour,52.20073849428719,57.218683425629266,59.863792446752996,62.32708890806393,67.08382752670211
2024-02-07,energy,60 hour,48.157138523867715,54.566580237495685,57.56016331685618,59.79227824126998,64.0301678405878
2024-02-07,energy,64 hour,45.83523331934267,51.521991778533256,54.21648057051276,56.58314360202669,60.845599628745674
2024-02-07,energy,68 hour,43.79673265742071,48.79714894761735,50.97720333946718,53.239362823539615,57.5996303453519
2024-02-07,infections,0 week,NA,NA,NA,NA,NA
2024-02-07,infections,1 week,NA,NA,NA,NA,NA
2024-02-07,infections,2 week,NA,NA,NA,NA,NA
2024-02-07,infections,3 week,NA,NA,NA,NA,NA
2024-02-07,infections,4 week,NA,NA,NA,NA,NA
