forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2023-12-06,DAX,1 day,-2.6392439236554193,-0.5588403696893589,0.03431565387694849,0.6474145635210398,2.3384972896959932
2023-12-06,DAX,2 day,-3.6883760588021675,-0.8875583737501491,0.0447380364418049,0.9847661956432352,3.4296747404160612
2023-12-06,DAX,5 day,-5.16699272888038,-1.1955637815346298,0.08411407324642191,1.3719063378479657,4.851760784886828
2023-12-06,DAX,6 day,-6.796718231141526,-1.5872375829334278,0.10810734709818536,1.8034519912110207,6.339102038408532
2023-12-06,DAX,7 day,-7.597060462908585,-1.782846011174759,0.17288906122163727,2.0516835617237428,7.359156523777408
2023-12-06,energy,36 hour,50.54442949305023,60.56610977782695,66.1359549853358,69.2884395759795,76.06855384676132
2023-12-06,energy,40 hour,49.983574856101384,58.81277990707166,63.75435475566418,67.20844284349373,74.05241031392731
2023-12-06,energy,44 hour,47.63550060588172,54.95640331230818,58.901423283079474,62.18471658268696,69.14822763814826
2023-12-06,energy,60 hour,43.50928108432055,52.01743725890398,56.25050679233789,59.45992712121881,64.53075155492417
2023-12-06,energy,64 hour,42.42586032107659,49.694950352692835,53.607070499449186,56.95514057258949,62.547312611084514
2023-12-06,energy,68 hour,41.832669707898575,46.24238802326898,49.34903899894546,53.03609930116992,59.38450955540064
2023-12-06,infections,0 week,NA,NA,NA,NA,NA
2023-12-06,infections,1 week,NA,NA,NA,NA,NA
2023-12-06,infections,2 week,NA,NA,NA,NA,NA
2023-12-06,infections,3 week,NA,NA,NA,NA,NA
2023-12-06,infections,4 week,NA,NA,NA,NA,NA
