forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2023-11-29,DAX,1 day,-2.455250902740432,-0.5479236540740502,0.03355701757277174,0.6325917394558174,2.1545042687810056
2023-11-29,DAX,2 day,-3.130767293821866,-0.7827134126164426,0.038870716914019,0.8705066722955346,2.87206597543576
2023-11-29,DAX,5 day,-4.007579934720404,-0.9306720728724909,0.08145196196336357,1.086358543940053,3.6923479907268515
2023-11-29,DAX,6 day,-5.055997785503005,-1.1809423911717778,0.10055882944204342,1.3806274401929477,4.598381592770012
2023-11-29,DAX,7 day,-5.596188495054529,-1.3126625048299627,0.17130582465361144,1.564069847919423,5.358284555923351
2023-11-29,energy,36 hour,50.46713091898025,60.49776580610995,66.05166847004091,69.15707103784028,75.90105572043187
2023-11-29,energy,40 hour,50.025403217514146,58.75740446483243,63.64610467237714,67.06750843101632,73.88130162440525
2023-11-29,energy,44 hour,47.65477967151697,54.89356934079879,58.80076066778106,62.06498516324057,68.97717977430453
2023-11-29,energy,60 hour,43.41512272347059,52.01016499723657,56.195260164690396,59.430764138531785,64.50368617893405
2023-11-29,energy,64 hour,42.424453738878626,49.6984583553386,53.552043411996465,56.87644348492068,62.514250722494175
2023-11-29,energy,68 hour,41.85239307984758,46.2271102292888,49.26662570466591,52.89145803568129,59.33595449834978
2023-11-29,infections,0 week,NA,NA,NA,NA,NA
2023-11-29,infections,1 week,NA,NA,NA,NA,NA
2023-11-29,infections,2 week,NA,NA,NA,NA,NA
2023-11-29,infections,3 week,NA,NA,NA,NA,NA
2023-11-29,infections,4 week,NA,NA,NA,NA,NA
